total_net_assets,fund_yield,annual_holdings_turnover,fund_annual_report_net_expense_ratio,asset_stocks,asset_bonds,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_earning_ratio,fund_bond_maturity,fund_bonds_aaa,fund_bonds_aa,fund_bonds_a,fund_bonds_bbb,fund_bonds_bb,fund_bonds_below_b,fund_return_ytd,fund_alpha_3years,investment_type_Blend,investment_type_Growth,investment_type_Value,size_type_Large,size_type_Medium,size_type_Small
8899219.0,0.0,0.0,0.0132,0.0,0.0,0.0611,0.0817,0.2089,0.0223,0.0533,0.102,0.1472,0.23,0.0121,0.0814,0.0,13.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3407,0.0,1,0,0,0,0,1
11298657.0,0.0043,0.0,0.006,0.9993,0.0,0.017,0.1007,0.1194,0.0634,0.0273,0.1396,0.1356,0.084,0.025,0.2667,0.0214,27.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1534,-10.31,1,0,0,1,0,0
87585416.0,0.0019,0.0,0.0117,0.9967,0.0,0.0073,0.1744,0.1823,0.0409,0.0,0.0405,0.0949,0.0494,0.0016,0.3974,0.0114,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0,1,0,1,0,0
31789574.0,0.0382,0.46,0.0048,1.0,0.0,0.1475,0.0624,0.1584,0.0336,0.0,0.1492,0.1291,0.1656,0.0007,0.0833,0.0701,16.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1644,-0.89,0,0,1,1,0,0
1274424320.0,0.0133,3.84,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01,0.71,0.019,0.1018,0.1631,0.0,0.0,-0.0246,0.0,1,0,0,0,1,0
27526458.0,0.0,0.0,0.0089,0.0,0.0,0.0831,0.1244,0.1613,0.057,0.0505,0.1782,0.052,0.0455,0.023,0.206,0.019,16.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
18418016.0,0.0226,0.16,0.0014,0.0,0.0,0.088,0.0671,0.0927,0.0951,0.0263,0.1684,0.1436,0.1478,0.0297,0.1082,0.0332,22.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0746,0.0,1,0,0,1,0,0
5988285.0,0.0,0.0,0.0079,0.99,0.0,0.0,0.016,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1
229761552.0,0.0079,0.4201,0.005,0.9983,0.0,0.0,0.0892,0.6872,0.031,0.0,0.0268,0.0029,0.0,0.038,0.1249,0.0,24.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0545,0.0,0,1,0,1,0,0
12720479.0,0.0163,0.23,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.1024,0.0,0.0,0.0187,0.0087,0.0076,0.8626,21.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399,0.0,0,0,1,0,1,0
176777744.0,0.0063,0.4,0.0059,0.9956,0.0,0.0,0.3605,0.3657,0.2525,0.0,0.0,0.014,0.0,0.0,0.0074,0.0,23.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,-1.39,1,0,0,1,0,0
244925472.0,0.0012,1.92,0.0128,0.0,0.0,0.0831,0.1244,0.1613,0.057,0.0505,0.1782,0.052,0.0455,0.023,0.206,0.019,16.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1496,-19.49,1,0,0,1,0,0
747157632.0,0.0,0.0,0.0068,0.9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.9482,0.0,0.0,0.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0,1,0,0,1,0
107008832.0,0.0152,0.0,0.005,0.9997,0.0,0.0311,0.0659,0.1061,0.0992,0.0325,0.1654,0.1666,0.1308,0.0,0.2024,0.0,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1364,-2.52,0,0,1,1,0,0
13103614.0,0.0,0.0,0.005,0.9987,0.0,0.0,0.1364,0.0862,0.4779,0.0,0.0,0.0,0.0089,0.0,0.2907,0.0,37.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2126,0.0,0,1,0,0,1,0
1417347.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271,-1.03,1,0,0,1,0,0
7474248.0,0.0438,1.21,0.005,0.9916,0.0,0.12,0.081,0.1109,0.0817,0.0826,0.087,0.0617,0.1234,0.096,0.0755,0.0803,7.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0904,-4.74,0,0,1,0,1,0
3854954496.0,0.0228,0.23,0.0025,0.9946,0.0,0.0595,0.1692,0.1164,0.1056,0.0154,0.2003,0.1008,0.0347,0.005,0.1549,0.0382,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589,-1.2,1,0,0,1,0,0
188373760.0,0.0134,0.17,0.003,0.9952,0.0,0.072,0.1349,0.1697,0.0599,0.0037,0.1991,0.0478,0.0472,0.0249,0.227,0.0137,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683,2.2,1,0,0,1,0,0
138085568.0,0.0168,0.0,0.0051,0.9911,0.0,0.0891,0.0573,0.0432,0.1328,0.0159,0.0746,0.1779,0.175,0.0598,0.1051,0.0693,24.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0636,-0.16,1,0,0,1,0,0
14262897.0,0.04,0.5928,0.0056,0.9998,0.0,0.0794,0.1369,0.0,0.0673,0.1194,0.2511,0.0,0.0801,0.0639,0.0,0.2018,12.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,-7.07,0,0,1,1,0,0
8636889088.0,0.0167,0.23,0.002,0.0,0.0,0.0647,0.109,0.0658,0.1572,0.0037,0.1232,0.1858,0.1335,0.0236,0.0521,0.0814,22.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461,-1.69,1,0,0,1,0,0
233323344.0,0.0212,0.07,0.002,0.9951,0.0,0.0678,0.0591,0.1242,0.1129,0.0031,0.1813,0.1395,0.154,0.0324,0.1048,0.0209,20.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,-0.07,1,0,0,1,0,0
235699680.0,0.0,0.0,0.001,0.9995,0.0,0.0236,0.1007,0.1385,0.0592,0.0314,0.1326,0.1301,0.0703,0.0256,0.2734,0.0146,27.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1598,0.0,1,0,0,1,0,0
16199240.0,0.0,0.0,0.0075,0.0,0.0,0.0194,0.0575,0.138,0.064,0.0443,0.1102,0.1329,0.1088,0.0238,0.2843,0.0168,22.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2044,0.0,1,0,0,1,0,0
123115976.0,0.0,0.0,0.0089,0.0,0.0,0.0831,0.1244,0.1613,0.057,0.0505,0.1782,0.052,0.0455,0.023,0.206,0.019,16.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336,0.0,1,0,0,1,0,0
20654934.0,0.0241,0.3166,0.007,0.9925,0.0,0.0679,0.156,0.0838,0.0923,0.0422,0.3006,0.0326,0.0716,0.0974,0.0,0.0555,18.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0577,-7.62,1,0,0,1,0,0
17583894.0,0.0065,0.17,0.002,0.9953,0.0,0.0665,0.1533,0.2029,0.0488,0.0491,0.1645,0.0466,0.0365,0.022,0.1966,0.0133,19.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1005,0.0,1,0,0,1,0,0
835443904.0,0.0137,0.18,0.0025,0.0,0.0,0.1192,0.0823,0.0619,0.0584,0.0738,0.2074,0.0325,0.0406,0.0092,0.2947,0.0198,17.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015,1.28,1,0,0,1,0,0
12974914.0,0.0,0.0,0.0016,0.9962,0.0,0.0399,0.1281,0.1196,0.0502,0.0,0.3275,0.0503,0.0284,0.0175,0.2337,0.0048,18.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0424,0.0,1,0,0,1,0,0
70241840.0,0.0562,0.0,0.0035,0.997,0.0,0.0,0.0,0.0,0.0,0.9797,0.0,0.0,0.0203,0.0,0.0,0.0,17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4212,-15.21,0,0,1,0,1,0
132549944.0,0.0685,1.3,0.0049,0.0,0.0,0.0241,0.2346,0.0783,0.0,0.0203,0.0489,0.1469,0.0549,0.0,0.3921,0.0,30.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0785,-2.96,0,1,0,1,0,0
158816704.0,0.0217,0.12,0.0051,0.9976,0.0,0.046,0.1232,0.0392,0.0555,0.0175,0.0,0.2703,0.1062,0.0919,0.0211,0.2291,21.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0999,2.92,1,0,0,0,1,0
665635840.0,0.0149,0.29,0.002,1.0,0.0,0.083,0.0708,0.0804,0.0841,0.0811,0.0919,0.0985,0.0911,0.0897,0.1521,0.0773,22.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815,-6.04,1,0,0,0,1,0
210116528.0,0.0177,0.0,0.0028,0.998,0.0,0.0789,0.0917,0.0977,0.0935,0.0914,0.1025,0.0925,0.0924,0.0889,0.0828,0.0878,26.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1704,-2.33,1,0,0,1,0,0
13995050.0,0.0,0.06,0.009,0.0,0.0,0.0,0.1698,0.1415,0.0525,0.0403,0.2477,0.1078,0.0832,0.0,0.1571,0.0,27.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1827,0.0,1,0,0,1,0,0
7848376.0,0.0151,0.0,0.0035,0.9983,0.0,0.156,0.0631,0.0211,0.0,0.2592,0.3351,0.0,0.1245,0.0,0.041,0.0,20.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2971,-21.42,0,0,1,1,0,0
97432920.0,0.0166,0.2,0.0025,0.9988,0.0,0.0287,0.0916,0.1022,0.1092,0.0301,0.1673,0.1606,0.1185,0.0198,0.1335,0.0386,24.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1856,-1.24,0,0,1,1,0,0
42366720.0,0.0047,1.39,0.0075,0.0,0.0,0.0,0.2875,0.1727,0.0032,0.0,0.0596,0.1316,0.0552,0.0574,0.2328,0.0,32.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0,1,0,0,1,0
427715744.0,0.0051,1.4,0.0058,0.9975,0.0,0.0386,0.0003,0.2037,0.0308,0.0074,0.0031,0.0007,0.3076,0.172,0.1679,0.068,25.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0608,5.74,0,1,0,0,1,0
173305744.0,0.0114,0.66,0.0032,0.9944,0.0,0.0141,0.1303,0.1473,0.0659,0.0356,0.1198,0.14,0.0565,0.0254,0.2538,0.0115,26.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1557,0.8,1,0,0,1,0,0
149207552.0,0.0,0.1,0.0039,0.9976,0.0,0.0274,0.0925,0.1342,0.0634,0.0169,0.1646,0.1265,0.1021,0.0194,0.2362,0.0168,29.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1479,0.0,1,0,0,1,0,0
175451968.0,0.013,0.58,0.0042,0.0,0.0,0.0291,0.1078,0.1501,0.0734,0.0339,0.1313,0.1244,0.0798,0.0138,0.2413,0.0151,24.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1397,1.82,1,0,0,1,0,0
4476920832.0,0.0102,0.06,0.0012,0.9999,0.0,0.0267,0.1217,0.1298,0.0559,0.0002,0.1486,0.1424,0.0648,0.0382,0.2629,0.0089,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.0,0,1,0,1,0,0
5204632.0,0.0,0.0,0.0039,1.0,0.0,0.0106,0.1114,0.1708,0.0269,0.0,0.0962,0.1086,0.0692,0.015,0.3913,0.0,37.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
820848128.0,0.0012,0.25,0.0055,0.9984,0.0,0.0,0.7178,0.0424,0.0,0.0,0.0,0.0,0.0,0.0,0.2398,0.0,33.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367,0.0,0,1,0,1,0,0
169381440.0,0.0068,0.37,0.0048,0.9933,0.0,0.0105,0.0651,0.1482,0.0291,0.0,0.1386,0.105,0.1673,0.0441,0.2709,0.0212,24.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1425,0.77,1,0,0,0,1,0
48986396.0,0.0,0.0,0.0082,0.0,0.0,0.0728,0.116,0.0837,0.0312,0.1729,0.2715,0.0511,0.0655,0.0597,0.0644,0.0112,18.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0
8426431.0,0.013,0.0,0.0056,0.9914,0.0,0.1384,0.0678,0.0,0.1328,0.0,0.0935,0.2234,0.1595,0.0242,0.1181,0.0423,24.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0232,0.46,0,1,0,1,0,0
2698631.0,0.0248,0.09,0.0009,0.0,0.0,0.0715,0.0643,0.1497,0.0803,0.0361,0.1474,0.0816,0.1552,0.0224,0.1288,0.0627,22.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1292,-1.92,1,0,0,1,0,0
62135240.0,0.0028,0.38,0.0055,0.9987,0.0,0.1509,0.0,0.0,0.0338,0.0,0.0,0.034,0.7813,0.0,0.0,0.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1768,0.41,0,1,0,0,1,0
48281792.0,0.0094,0.0,0.004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2484,0.0,0,0,1,1,0,0
7031822.0,0.0,0.0,0.0065,0.9987,0.0,0.0,0.4696,0.4397,0.0207,0.0,0.0,0.0184,0.0027,0.0,0.0489,0.0,28.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,0,1,0,1,0,0
136157712.0,0.0089,0.0,0.004,1.0,0.0,0.05,0.0226,0.1533,0.0571,0.0293,0.1615,0.0996,0.1673,0.0932,0.1342,0.0318,20.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2025,-9.03,1,0,0,0,0,1
60402104.0,0.0317,0.0,0.004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2698,0.66,1,0,0,0,1,0
63666732.0,0.0072,0.0,0.004,1.0,0.0,0.0584,0.0304,0.1338,0.0449,0.0517,0.1668,0.1259,0.1534,0.0994,0.1241,0.0113,16.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3064,-9.12,0,0,1,0,0,1
129347912.0,0.0179,0.65,0.0059,0.9927,0.0,0.0578,0.0038,0.1904,0.1559,0.038,0.0728,0.0396,0.1728,0.0896,0.0459,0.1334,13.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2048,11.59,0,1,0,0,1,0
66456132.0,0.0472,0.0,0.0069,0.0,0.0,0.3014,0.0097,0.0839,0.052,0.0752,0.0487,0.0085,0.1093,0.0286,0.245,0.038,9.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1462,1.18,0,0,1,0,1,0
121963960.0,0.0,0.0,0.0085,0.0,0.0,0.0227,0.1114,0.12,0.0632,0.0286,0.1423,0.1309,0.0886,0.0257,0.2422,0.0245,26.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
3609033728.0,0.0036,2.47,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9885,0.0,0.0,0.0073,0.0042,0.0,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8029,-11.79,0,0,1,1,0,0
81310960.0,0.0,0.0,0.0085,0.9936,0.0,0.0226,0.1118,0.1201,0.0629,0.0282,0.1421,0.1311,0.088,0.0259,0.2426,0.0246,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0633,0.0,1,0,0,1,0,0
1917181184.0,0.0205,1.12,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5845,0.0249,0.0604,0.1974,0.081,0.0074,-0.0074,1.09,1,0,0,0,0,1
35789316.0,0.0439,0.0,0.0291,0.0,0.0,0.024,0.0713,0.0581,0.0381,0.0534,0.1095,0.2246,0.0893,0.0761,0.1681,0.0875,22.79,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1578,-5.72,1,0,0,1,0,0
855794240.0,0.0056,0.23,0.00084,0.9974,0.0,0.0,0.9841,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,27.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2014,9.63,0,1,0,1,0,0
34568276.0,0.0273,0.65,0.0029,0.9983,0.0,0.0804,0.0554,0.0535,0.1183,0.0801,0.0739,0.1804,0.0448,0.0664,0.2068,0.04,20.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2228,0.0,1,0,0,1,0,0
205623056.0,0.0049,0.0,0.0065,0.9999,0.0,0.0702,0.0646,0.1114,0.0294,0.1813,0.0898,0.0793,0.0844,0.0537,0.2196,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1185,0.0,1,0,0,1,0,0
277766528.0,0.0372,0.98,0.0057,0.9993,0.0,0.0572,0.1748,0.0822,0.0,0.03,0.2853,0.062,0.0568,0.1273,0.0,0.1243,10.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1443,-2.9,0,0,1,1,0,0
54259896.0,0.0,0.0,0.0085,0.9915,0.0,0.0246,0.1111,0.1186,0.0648,0.0279,0.1478,0.1309,0.0926,0.0255,0.2307,0.0255,26.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0706,0.0,1,0,0,1,0,0
1568050048.0,0.0049,0.6,0.00084,0.9984,0.0,0.0,0.0015,0.9358,0.0504,0.0,0.0,0.0003,0.0044,0.0,0.0076,0.0,29.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1372,6.16,0,1,0,1,0,0
62657308.0,0.0396,1.18,0.0087,0.0,0.0,0.0588,0.0,0.0315,0.0,0.2519,0.1329,0.0207,0.0613,0.0631,0.0364,0.3435,17.4,8.25,0.168,0.0225,0.0771,0.2175,0.2082,0.0795,0.0722,-4.76,0,0,1,0,1,0
473633152.0,0.012,0.31,0.0029,0.9992,0.0,0.0196,0.1055,0.1229,0.0682,0.0249,0.1215,0.139,0.1114,0.0308,0.234,0.0222,28.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.46,1,0,0,1,0,0
141130448.0,0.0057,1.38,0.0029,0.997,0.0,0.0285,0.1229,0.1119,0.0604,0.0274,0.1315,0.1315,0.0896,0.0298,0.245,0.0213,25.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1038,-2.1,0,1,0,1,0,0
129466912.0,0.0016,0.23,0.0065,0.9998,0.0,0.0,0.4284,0.3328,0.0101,0.0,0.0,0.0231,0.0,0.0,0.2055,0.0,30.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0423,0.0,0,1,0,1,0,0
472278240.0,0.021,0.35,0.0029,0.997,0.0,0.02,0.1032,0.1078,0.0762,0.0258,0.1476,0.1342,0.0868,0.0464,0.2293,0.0227,22.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1614,-2.76,0,0,1,1,0,0
956446464.0,0.0269,0.49,0.0029,0.9975,0.0,0.0699,0.0364,0.0693,0.1311,0.1041,0.19,0.066,0.0197,0.1353,0.178,0.0,20.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1921,-5.52,0,0,1,1,0,0
2036153.0,0.0,0.0,0.0079,0.0,0.0,0.0235,0.112,0.1231,0.0635,0.0273,0.1447,0.1284,0.0905,0.025,0.236,0.026,27.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
5840187.0,0.0,0.0,0.006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,0.7807,0.0172,0.181,0.0,20.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999,0.0,0,0,1,0,1,0
999069504.0,0.0343,0.17,0.00084,0.9986,0.0,0.001,0.0,0.0,0.0,0.9985,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4819,-27.7,0,0,1,1,0,0
27742792.0,0.0239,0.93,0.008,0.9997,0.0,0.0983,0.1193,0.0863,0.0324,0.0198,0.2111,0.0584,0.1376,0.0653,0.0639,0.1075,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1171,-5.22,0,0,1,1,0,0
39202184.0,0.0,0.0,0.0085,0.9904,0.0,0.0426,0.0673,0.0879,0.0651,0.0235,0.0861,0.1403,0.091,0.0226,0.351,0.0227,27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563,0.0,0,1,0,1,0,0
37649376.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.9989,0.0,0.0,24.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1648,-5.79,1,0,0,0,1,0
46725980.0,0.0149,0.0,0.007,0.0,0.0,0.0455,0.0591,0.1184,0.0532,0.0297,0.1368,0.1018,0.117,0.1617,0.1547,0.022,22.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,-5.17,1,0,0,1,0,0
52109956.0,0.011,0.14,0.0112,0.0,0.0,0.2236,0.0716,0.1003,0.0581,0.0288,0.1309,0.0941,0.0929,0.0298,0.1478,0.0221,20.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589,-3.74,1,0,0,1,0,0
494890944.0,0.0422,0.67,0.0057,0.994,0.0,0.0891,0.1137,0.0302,0.061,0.0496,0.461,0.0,0.048,0.0436,0.0122,0.0916,9.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2064,-2.63,0,0,1,0,1,0
33891364.0,0.0,0.0,0.0059,1.0,0.0,0.0085,0.2383,0.1288,0.0153,0.0,0.0365,0.1521,0.0066,0.0,0.4034,0.0105,34.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
2699223808.0,0.0125,0.07,0.00084,0.9979,0.0,0.0031,0.0,0.0,0.0001,0.0,0.0002,0.9957,0.0004,0.0,0.0005,0.0,27.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1108,5.74,1,0,0,1,0,0
3431355.0,0.0,0.0,0.007,0.994,0.0,0.0214,0.0387,0.1253,0.1194,0.0,0.0983,0.2283,0.2546,0.0,0.1139,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1262,0.0,0,1,0,1,0,0
43324756.0,0.0333,0.81,0.006,0.0,0.0,0.0116,0.1187,0.05,0.0876,0.0614,0.2573,0.028,0.0603,0.1279,0.0101,0.1871,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1317,-3.69,0,0,1,1,0,0
873108160.0,0.0109,0.04,0.00084,0.998,0.0,0.0027,0.0009,0.0116,0.0,0.0004,0.0,0.0006,0.9295,0.0083,0.0459,0.0,28.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1604,-1.57,1,0,0,1,0,0
1313370368.0,0.0,0.0,0.0068,0.9994,0.0,0.0,0.0,0.0,0.0,0.0,0.1643,0.0225,0.0,0.0,0.8132,0.0,40.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206,4.43,0,1,0,1,0,0
27429224.0,0.007,0.25,0.0045,0.9987,0.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0411,0.331,0.0,0.6124,0.0,30.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259,2.16,0,1,0,0,1,0
95695736.0,0.0,0.0,0.0085,0.0,0.0,0.0246,0.1111,0.1186,0.0648,0.0279,0.1478,0.1309,0.0926,0.0255,0.2307,0.0255,26.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
43191900.0,0.0,0.0,0.0085,0.9942,0.0,0.0226,0.1118,0.1201,0.0629,0.0282,0.1421,0.1311,0.088,0.0259,0.2426,0.0246,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463,0.0,1,0,0,1,0,0
25125126.0,0.0196,0.0698,0.0009,0.9999,0.0,0.2049,0.0356,0.0702,0.0499,0.0366,0.3319,0.0998,0.0637,0.0645,0.0321,0.0108,24.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1147,1.15,1,0,0,1,0,0
118467104.0,0.0219,0.2101,0.0019,0.0,0.0,0.2242,0.0127,0.0808,0.0955,0.1137,0.2651,0.058,0.0637,0.0099,0.0134,0.0629,19.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605,-0.61,1,0,0,1,0,0
25224864.0,0.0217,0.0457,0.0009,0.9981,0.0,0.0859,0.0331,0.0343,0.0468,0.1411,0.4101,0.0101,0.108,0.0,0.1109,0.0197,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1554,4.49,1,0,0,1,0,0
115213624.0,0.0091,0.1597,0.0019,1.0,0.0,0.0305,0.2137,0.2995,0.0606,0.0162,0.1581,0.0587,0.0544,0.0447,0.0436,0.02,14.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,1.92,1,0,0,1,0,0
250381856.0,0.0164,0.05,0.0009,0.9969,0.0,0.0832,0.0515,0.1073,0.1239,0.0442,0.1674,0.1365,0.1479,0.0169,0.0773,0.044,21.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1414,0.04,1,0,0,1,0,0
16297545.0,0.0172,0.1287,0.0009,0.9922,0.0,0.0834,0.0517,0.108,0.124,0.0442,0.1646,0.1368,0.1485,0.0169,0.0782,0.0436,21.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1364,2.47,1,0,0,1,0,0
7919356.0,0.0127,0.0456,0.0009,0.9983,0.0,0.0469,0.0429,0.1972,0.1125,0.0617,0.1134,0.1073,0.2252,0.0111,0.0611,0.0206,25.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1689,0.01,1,0,0,1,0,0
235229360.0,0.0232,0.0726,0.0009,0.998,0.0,0.1334,0.0658,0.0805,0.1931,0.0892,0.1888,0.1018,0.0892,0.0135,0.0082,0.0366,21.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1536,-5.99,0,0,1,1,0,0
13925396.0,0.0233,0.0579,0.0009,0.9991,0.0,0.0943,0.0573,0.2205,0.027,0.0,0.1188,0.1093,0.1517,0.0484,0.1392,0.0336,19.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1228,-2.23,0,0,1,1,0,0
